번호,시도명,시군구명,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
963,강원도,원주시,강원도 원주시청,강원도 원주시 일산로 71-18,강원도 원주시 원인동 170-2,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3466612,127.951088,2019-05-15,4190000,강원도 원주시
964,강원도,원주시,강원도 원주시청,강원도 원주시 학성길 8,강원도 원주시 학성동 1026-1,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3558943,127.9366175,2019-05-15,4190000,강원도 원주시
965,강원도,원주시,강원도 원주시청,강원도 원주시 단구로63번길 33,강원도 원주시 일산동 339-2,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3450813,127.9406492,2019-05-15,4190000,강원도 원주시
966,강원도,원주시,강원도 원주시청,강원도 원주시 우물시장길 43-12,강원도 원주시 봉산동 917-17,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3450639,127.9618026,2019-05-15,4190000,강원도 원주시
967,강원도,원주시,강원도 원주시청,,강원도 원주시 봉산동 925-5,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3428001,127.9635468,2019-05-15,4190000,강원도 원주시
968,강원도,원주시,강원도 원주시청,강원도 원주시 남원로469번길 13-10,강원도 원주시 명륜2동 837-4,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3274612,127.9417114,2019-05-15,4190000,강원도 원주시
969,강원도,원주시,강원도 원주시청,강원도 원주시 북원여중길 39,강원도 원주시 태장2동 1358-2,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3865056,127.9516406,2019-05-15,4190000,강원도 원주시
970,강원도,원주시,강원도 원주시청,,강원도 원주시 우산동 163-9,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3639793,127.9362183,2019-05-15,4190000,강원도 원주시
971,강원도,원주시,강원도 원주시청,강원도 원주시 북원로2507번길 67,강원도 원주시 우산동 205-3,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3689995,127.9349808,2019-05-15,4190000,강원도 원주시
972,강원도,원주시,강원도 원주시청,강원도 원주시 북원로2475번길 70,강원도 원주시 우산동 240-4,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3663063,127.9343722,2019-05-15,4190000,강원도 원주시
973,강원도,원주시,강원도 원주시청,강원도 원주시 북원로2507번길 35,강원도 원주시 우산동 228-2,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3685989,127.9376659,2019-05-15,4190000,강원도 원주시
974,강원도,원주시,강원도 원주시청,강원도 원주시 북원로2507번길 35,강원도 원주시 우산동 228-2,생활방범,1,200,고정형,30,2019-03,033-737-5146,37.3685989,127.9376659,2019-05-15,4190000,강원도 원주시
975,강원도,원주시,강원도 원주시청,강원도 원주시 북원로2507번길 35,강원도 원주시 우산동 228-2,생활방범,1,200,고정형,30,2019-03,033-737-5146,37.3685989,127.9376659,2019-05-15,4190000,강원도 원주시
976,강원도,원주시,강원도 원주시청,강원도 원주시 북원로2507번길 35,강원도 원주시 우산동 228-2,생활방범,1,200,고정형,30,2019-03,033-737-5146,37.3685989,127.9376659,2019-05-15,4190000,강원도 원주시
977,강원도,원주시,강원도 원주시청,강원도 원주시 북원로2485번길 28,강원도 원주시 우산동 233-23,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3667656,127.9373321,2019-05-15,4190000,강원도 원주시
978,강원도,원주시,강원도 원주시청,강원도 원주시 우산초교길 3,강원도 원주시 우산동 89-4,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3670921,127.9400685,2019-05-15,4190000,강원도 원주시
979,강원도,원주시,강원도 원주시청,강원도 원주시 이화6길 29,강원도 원주시 단계동 887,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3421725,127.9322052,2019-05-15,4190000,강원도 원주시
980,강원도,원주시,강원도 원주시청,강원도 원주시 이화2길 13,강원도 원주시 단계동 931,생활방범,1,200,360도 회전,30,2019-04,033-737-5146,37.3385724,127.9350273,2019-05-15,4190000,강원도 원주시
981,강원도,원주시,강원도 원주시청,강원도 원주시 백간공원길 11-5,강원도 원주시 단계동 1102-5,기타,1,200,360도 회전,30,2019-01,033-737-5146,37.3486439,127.9255577,2019-05-15,4190000,강원도 원주시
1132,강원도,원주시,강원도 원주시청,,강원도 원주시 명륜2동 산169,기타,1,130,360도 회전,30,2019-12,033-737-5146,37.3343582,127.9405975,2019-05-15,4190000,강원도 원주시
1133,강원도,원주시,강원도 원주시청,강원도 원주시 남원로527번길 88-7,강원도 원주시 명륜2동 382,기타,1,130,360도 회전,30,2019-12,033-737-5146,37.3352207,127.9428259,2019-05-15,4190000,강원도 원주시
1134,강원도,원주시,강원도 원주시청,강원도 원주시 흥양로51번길 101,강원도 원주시 태장2동 478-1,생활방범,1,130,360도 회전,30,2019-12,033-737-5146,37.3866569,127.9561091,2019-05-15,4190000,강원도 원주시
1135,강원도,원주시,강원도 원주시청,,강원도 원주시 무실동 1891-1,기타,1,130,360도 회전,30,2019-12,033-737-5146,37.3274002,127.9289474,2019-05-15,4190000,강원도 원주시
1136,강원도,원주시,강원도 원주시청,,강원도 원주시 무실동 1868-4,기타,1,130,360도 회전,30,2019-12,033-737-5146,37.3270798,127.930809,2019-05-15,4190000,강원도 원주시
1137,강원도,원주시,강원도 원주시청,강원도 원주시 동화택지길 3-15,강원도 원주시 문막읍 동화리 1542-6,기타,1,130,360도 회전,30,2019-06,033-737-5146,37.3236695,127.8295590,2019-05-15,4190000,강원도 원주시
1138,강원도,원주시,강원도 원주시청,강원도 원주시 세동길 10-33,강원도 원주시 흥업면 매지리 1932-4,생활방범,1,130,360도 회전,30,2019-06,033-737-5146,37.2781487,127.9093857,2019-05-15,4190000,강원도 원주시
1139,강원도,원주시,강원도 원주시청,,강원도 원주시 단계동 806-2,기타,1,130,360도 회전,30,2019-06,033-737-5146,37.3544273,127.9284821,2019-05-15,4190000,강원도 원주시
1140,강원도,원주시,강원도 원주시청,,강원도 원주시 단계동 1104,기타,1,130,360도 회전,30,2019-06,033-737-5146,37.348423,127.9262314,2019-05-15,4190000,강원도 원주시
1141,강원도,원주시,강원도 원주시청,,강원도 원주시 단계동 1097-2,기타,1,130,360도 회전,30,2019-06,033-737-5146,37.3500557,127.9254532,2019-05-15,4190000,강원도 원주시
1142,강원도,원주시,강원도 원주시청,강원도 원주시 백간공원길 21-8,강원도 원주시 단계동 1098-1,기타,1,130,360도 회전,30,2019-06,033-737-5146,37.349311341,127.924961972,2019-05-15,4190000,강원도 원주시
1143,강원도,원주시,강원도 원주시청,강원도 원주시 장미공원길 43-9,강원도 원주시 단계동 853,기타,1,130,360도 회전,30,2019-06,033-737-5146,37.3458498,127.9304758,2019-05-15,4190000,강원도 원주시
1144,강원도,원주시,강원도 원주시청,,강원도 원주시 단계동 791,기타,1,130,360도 회전,30,2019-06,033-737-5146,37.3446312,127.9354324,2019-05-15,4190000,강원도 원주시
1145,강원도,원주시,강원도 원주시청,,강원도 원주시 문막읍 문막리 113-2,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.3059425,127.8217468,2019-05-15,4190000,강원도 원주시
1146,강원도,원주시,강원도 원주시청,강원도 원주시 작은애니길 1,강원도 원주시 문막읍 동화리 1261-3,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.3224754,127.8345986,2019-05-15,4190000,강원도 원주시
1147,강원도,원주시,강원도 원주시청,강원도 원주시 보수골길 4,강원도 원주시 태장1동 692-3,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.3602641,127.9551537,2019-05-15,4190000,강원도 원주시
1148,강원도,원주시,강원도 원주시청,강원도 원주시 현충로314번길 27,강원도 원주시 태장2동 1394-1,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.3809503,127.9496026,2019-05-15,4190000,강원도 원주시
1149,강원도,원주시,강원도 원주시청,강원도 원주시 북원로2738번길 15,강원도 원주시 태장2동 1352-29,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.3876839,127.9498612,2019-05-15,4190000,강원도 원주시
1150,강원도,원주시,강원도 원주시청,강원도 원주시 개륜1길 9,강원도 원주시 봉산동 963-7,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.3467344,127.9642149,2019-05-15,4190000,강원도 원주시
1151,강원도,원주시,강원도 원주시청,강원도 원주시 치악로 1878-2,강원도 원주시 봉산동 1103-3,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.3485612,127.9567939,2019-05-15,4190000,강원도 원주시
1152,강원도,원주시,강원도 원주시청,,강원도 원주시 행구동 1809-1,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.341259,127.9709015,2019-05-15,4190000,강원도 원주시
1153,강원도,원주시,강원도 원주시청,,강원도 원주시 무실동 163,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.327301,127.9262238,2019-05-15,4190000,강원도 원주시
1154,강원도,원주시,강원도 원주시청,강원도 원주시 이화1길 38-15,강원도 원주시 단계동 908-2,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.3416977,127.9349602,2019-05-15,4190000,강원도 원주시
1155,강원도,원주시,강원도 원주시청,강원도 원주시 단관초교길 26,강원도 원주시 반곡관설동 1718-7,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.3163021,127.9639281,2019-05-15,4190000,강원도 원주시
1156,강원도,원주시,강원도 원주시청,강원도 원주시 라옹정길 3-5,강원도 원주시 반곡관설동 1705-4,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.318100,127.9646454,2019-05-15,4190000,강원도 원주시
1157,강원도,원주시,강원도 원주시청,강원도 원주시 갈머리2길 18-19,강원도 원주시 일산동 184-72,생활방범,1,200,360도 회전,30,2019-09,033-737-5146,37.3523827,127.9458494,2019-05-15,4190000,강원도 원주시
1158,강원도,원주시,강원도 원주시청,,강원도 원주시 문막읍 동화리 1642-2,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3356171,127.8349533,2019-05-15,4190000,강원도 원주시
1159,강원도,원주시,강원도 원주시청,,강원도 원주시 귀래면 운남리 556-37,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.168602,127.8852005,2019-05-15,4190000,강원도 원주시
1160,강원도,원주시,강원도 원주시청,,강원도 원주시 태장2동 2709,기타,1,200,360도 회전,30,2019-12,033-737-5146,37.3846588,127.9532852,2019-05-15,4190000,강원도 원주시
1161,강원도,원주시,강원도 원주시청,강원도 원주시 솔우물1길 24,강원도 원주시 무실동 1911-3,기타,1,200,360도 회전,30,2019-12,033-737-5146,37.3283674845,127.927394964,2019-05-15,4190000,강원도 원주시
1162,강원도,원주시,강원도 원주시청,강원도 원주시 용암동막길 239,강원도 원주시 귀래면 용암리 210-1,생활방범,1,300,고정형,30,2019-12,033-737-5146,37.1752783,127.8346463,2019-05-15,4190000,강원도 원주시
1163,강원도,원주시,강원도 원주시청,,강원도 원주시 귀래면 귀래리 1458,생활방범,1,300,고정형,30,2019-12,033-737-5146,37.2234001,127.863678,2019-05-15,4190000,강원도 원주시
1224,강원도,원주시,강원도 원주시청,강원도 원주시 단구로243번길 7,강원도 원주시 단구동 1065-11,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3327713,127.9540912,2019-05-15,4190000,강원도 원주시
1225,강원도,원주시,강원도 원주시청,강원도 원주시 남원로 496-1,강원도 원주시 단구동 1520,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3264407215,127.9485868850,2019-05-15,4190000,강원도 원주시
1226,강원도,원주시,강원도 원주시청,강원도 원주시 이화6길 88,강원도 원주시 단계동 897-9,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3390718,127.9306265,2019-05-15,4190000,강원도 원주시
1227,강원도,원주시,강원도 원주시청,강원도 원주시 이화6길 70,강원도 원주시 단계동 897,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3400056,127.9310207,2019-05-15,4190000,강원도 원주시
1228,강원도,원주시,강원도 원주시청,강원도 원주시 이화1길 56,강원도 원주시 단계동 904-15,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3411636,127.9330048,2019-05-15,4190000,강원도 원주시
1229,강원도,원주시,강원도 원주시청,강원도 원주시 이화3길 37,강원도 원주시 단계동 924-2,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3383617,127.9322205,2019-05-15,4190000,강원도 원주시
1230,강원도,원주시,강원도 원주시청,강원도 원주시 배말길 27,강원도 원주시 봉산동 1136-10,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3461428,127.9571688,2019-05-15,4190000,강원도 원주시
1231,강원도,원주시,강원도 원주시청,강원도 원주시 봉천길 20,강원도 원주시 봉산동 902-362,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3456955,127.9602290,2019-05-15,4190000,강원도 원주시
1232,강원도,원주시,강원도 원주시청,강원도 원주시 봉산로 72-12,강원도 원주시 봉산동 912-23,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3452841,127.9628036,2019-05-15,4190000,강원도 원주시
1233,강원도,원주시,강원도 원주시청,강원도 원주시 봉산로 96-8,강원도 원주시 봉산동 935-5,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3442574,127.9638617,2019-05-15,4190000,강원도 원주시
1234,강원도,원주시,강원도 원주시청,,강원도 원주시 반곡관설동 1818-2,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3366814,127.9782639,2019-05-15,4190000,강원도 원주시
1235,강원도,원주시,강원도 원주시청,,강원도 원주시 반곡관설동 1964-13,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3343849,127.9860153,2019-05-15,4190000,강원도 원주시
1236,강원도,원주시,강원도 원주시청,강원도 원주시 봉황2길 1,강원도 원주시 반곡관설동 1967-9,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3304886459,127.9924431790,2019-05-15,4190000,강원도 원주시
1237,강원도,원주시,강원도 원주시청,강원도 원주시 입춘로 73,강원도 원주시 반곡관설동 1822-19,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.326511877,127.980963991,2019-05-15,4190000,강원도 원주시
1238,강원도,원주시,강원도 원주시청,강원도 원주시 황금로 34,강원도 원주시 반곡관설동 1905-9,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3267517,127.9909515,2019-05-15,4190000,강원도 원주시
1239,강원도,원주시,강원도 원주시청,강원도 원주시 입춘로 65,강원도 원주시 반곡관설동 1824-2,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3271777,127.9801120,2019-05-15,4190000,강원도 원주시
1240,강원도,원주시,강원도 원주시청,,강원도 원주시 반곡관설동 1854-19,생활방범,1,200,360도 회전,30,2019-01,033-737-5146,37.3263054,127.9832687,2019-05-15,4190000,강원도 원주시
1241,강원도,원주시,강원도 원주시청,,강원도 원주시 신림면 신림리 220-1,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.2455254,128.0876007,2019-05-15,4190000,강원도 원주시
1242,강원도,원주시,강원도 원주시청,강원도 원주시 청산길 12,강원도 원주시 학성동 1072-7,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3557472,127.9377194,2019-05-15,4190000,강원도 원주시
1243,강원도,원주시,강원도 원주시청,강원도 원주시 새동네1길 27,강원도 원주시 태장1동 812-11,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3610497,127.9519653,2019-05-15,4190000,강원도 원주시
1244,강원도,원주시,강원도 원주시청,,강원도 원주시 무실동 1891-1,기타,1,200,360도 회전,30,2019-12,033-737-5146,37.327137,127.9290085,2019-05-15,4190000,강원도 원주시
1245,강원도,원주시,강원도 원주시청,,강원도 원주시 무실동 1841,기타,1,200,360도 회전,30,2019-12,033-737-5146,37.3317719,127.9300766,2019-05-15,4190000,강원도 원주시
1246,강원도,원주시,강원도 원주시청,,강원도 원주시 무실동 1846-2,기타,1,200,360도 회전,30,2019-12,033-737-5146,37.3325348,127.9289551,2019-05-15,4190000,강원도 원주시
1247,강원도,원주시,강원도 원주시청,,강원도 원주시 무실동 1789,기타,1,200,360도 회전,30,2019-12,033-737-5146,37.3358078,127.9329224,2019-05-15,4190000,강원도 원주시
1248,강원도,원주시,강원도 원주시청,강원도 원주시 행구로 364,강원도 원주시 행구동 1029,기타,1,200,360도 회전,30,2019-12,033-737-5146,37.3413563568,127.996526794,2019-05-15,4190000,강원도 원주시
1249,강원도,원주시,강원도 원주시청,,강원도 원주시 소초면 학곡리 594,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.4380220,128.0567932,2019-05-15,4190000,강원도 원주시
1250,강원도,원주시,강원도 원주시청,,강원도 원주시 소초면 흥양리 1627,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3816452,127.9738388,2019-05-15,4190000,강원도 원주시
1251,강원도,원주시,강원도 원주시청,강원도 원주시 백교길 1,강원도 원주시 소초면 학곡리 181-1,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.4294397,128.0591949,2019-05-15,4190000,강원도 원주시
1252,강원도,원주시,강원도 원주시청,강원도 원주시 송황유사길 62,강원도 원주시 소초면 흥양리 1592-2,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3791885,127.9798962,2019-05-15,4190000,강원도 원주시
1253,강원도,원주시,강원도 원주시청,,강원도 원주시 소초면 교항리 980-4,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.4322777,128.0099182,2019-05-15,4190000,강원도 원주시
1254,강원도,원주시,강원도 원주시청,,강원도 원주시 호저면 주산리 188-3,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.4027977,127.9317627,2019-05-15,4190000,강원도 원주시
1255,강원도,원주시,강원도 원주시청,,강원도 원주시 호저면 무장리 918-1,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3995819,127.8918915,2019-05-15,4190000,강원도 원주시
1256,강원도,원주시,강원도 원주시청,강원도 원주시 간현로186번길 3,강원도 원주시 지정면 간현리 1049-2,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3647237,127.8358917,2019-05-15,4190000,강원도 원주시
1257,강원도,원주시,강원도 원주시청,,강원도 원주시 지정면 간현리 810-7,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3636284,127.837265,2019-05-15,4190000,강원도 원주시
1258,강원도,원주시,강원도 원주시청,,강원도 원주시 지정면 간현리 1042-1,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3634682,127.8346176,2019-05-15,4190000,강원도 원주시
1259,강원도,원주시,강원도 원주시청,,강원도 원주시 부론면 정산리 1163-6,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.1750526,127.7733459,2019-05-15,4190000,강원도 원주시
1260,강원도,원주시,강원도 원주시청,강원도 원주시 법천시장길 55-2,강원도 원주시 부론면 법천리 1449-60,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.2079604,127.7502398,2019-05-15,4190000,강원도 원주시
1261,강원도,원주시,강원도 원주시청,강원도 원주시 부귀로 1179,강원도 원주시 부론면 단강리 478-3,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.1550086,127.8206468,2019-05-15,4190000,강원도 원주시
1262,강원도,원주시,강원도 원주시청,강원도 원주시 부귀로 919,강원도 원주시 부론면 단강리 774,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.1474409,127.7982864,2019-05-15,4190000,강원도 원주시
1263,강원도,원주시,강원도 원주시청,,강원도 원주시 귀래면 용암리 664-6,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.1609688,127.8352737,2019-05-15,4190000,강원도 원주시
1264,강원도,원주시,강원도 원주시청,,강원도 원주시 흥업면 매지리 1158-1,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.2707596,127.9053726,2019-05-15,4190000,강원도 원주시
1265,강원도,원주시,강원도 원주시청,강원도 원주시 사제로 465,강원도 원주시 흥업면 사제리 1245,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3312834,127.8861871,2019-05-15,4190000,강원도 원주시
1266,강원도,원주시,강원도 원주시청,,강원도 원주시 흥업면 사제리 1510,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3373871,127.8782272,2019-05-15,4190000,강원도 원주시
1267,강원도,원주시,강원도 원주시청,,강원도 원주시 판부면 금대리 산95-12,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.2632217,128.0302582,2019-05-15,4190000,강원도 원주시
1268,강원도,원주시,강원도 원주시청,강원도 원주시 매봉길 1,강원도 원주시 판부면 서곡리 1986-1,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3218269,127.9416265,2019-05-15,4190000,강원도 원주시
1269,강원도,원주시,강원도 원주시청,,강원도 원주시 판부면 서곡리 823-16,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3055382,127.9334717,2019-05-15,4190000,강원도 원주시
1270,강원도,원주시,강원도 원주시청,강원도 원주시 성남로 253,강원도 원주시 신림면 성남리 535,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.2662799,128.0833203,2019-05-15,4190000,강원도 원주시
1271,강원도,원주시,강원도 원주시청,,강원도 원주시 신림면 황둔리 1555-5,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.2503471,128.1413574,2019-05-15,4190000,강원도 원주시
1272,강원도,원주시,강원도 원주시청,강원도 원주시 평원로 116-1,강원도 원주시 학성동 329-9,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3543958,127.9477093,2019-05-15,4190000,강원도 원주시
1273,강원도,원주시,강원도 원주시청,강원도 원주시 단사정길 100,강원도 원주시 단구동 190-1,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3301086,127.9610902,2019-05-15,4190000,강원도 원주시
1274,강원도,원주시,강원도 원주시청,강원도 원주시 일산로36번길 60-2,강원도 원주시 일산동 154-152,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3463745,127.9439598,2019-05-15,4190000,강원도 원주시
1275,강원도,원주시,강원도 원주시청,강원도 원주시 남산로 118-4,강원도 원주시 일산동 281-27,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3473607,127.9415359,2019-05-15,4190000,강원도 원주시
1276,강원도,원주시,강원도 원주시청,강원도 원주시 송계1길 52,강원도 원주시 학성동 1198,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3599369,127.9404388,2019-05-15,4190000,강원도 원주시
1277,강원도,원주시,강원도 원주시청,강원도 원주시 남산로 211,강원도 원주시 학성동 1006-5,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3548105,127.9422379,2019-05-15,4190000,강원도 원주시
1278,강원도,원주시,강원도 원주시청,,강원도 원주시 학성동 1044-18,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3534431,127.9393158,2019-05-15,4190000,강원도 원주시
1279,강원도,원주시,강원도 원주시청,강원도 원주시 남산로218번길 11,강원도 원주시 학성동 1035-5,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3544009,127.9431331,2019-05-15,4190000,강원도 원주시
1280,강원도,원주시,강원도 원주시청,강원도 원주시 갈머리1길 32,강원도 원주시 학성동 242-26,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3520039,127.9430638,2019-05-15,4190000,강원도 원주시
1281,강원도,원주시,강원도 원주시청,강원도 원주시 원문로 72,강원도 원주시 학성동 977-6,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3570061,127.9383110,2019-05-15,4190000,강원도 원주시
1282,강원도,원주시,강원도 원주시청,강원도 원주시 원문로100번길 44-11,강원도 원주시 단계동 78-26,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3598240,127.9365600,2019-05-15,4190000,강원도 원주시
1283,강원도,원주시,강원도 원주시청,강원도 원주시 원문로125번길 12,강원도 원주시 단계동 128-8,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3553886,127.9343671,2019-05-15,4190000,강원도 원주시
1284,강원도,원주시,강원도 원주시청,강원도 원주시 유원길 13,강원도 원주시 우산동 280,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3709593,127.9339075,2019-05-15,4190000,강원도 원주시
1285,강원도,원주시,강원도 원주시청,강원도 원주시 진광길 23-2,강원도 원주시 우산동 101-2,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3717319742,127.9395610424,2019-05-15,4190000,강원도 원주시
1286,강원도,원주시,강원도 원주시청,강원도 원주시 북원로2425번길 25-1,강원도 원주시 우산동 131-9,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3620850,127.9385100,2019-05-15,4190000,강원도 원주시
1287,강원도,원주시,강원도 원주시청,,강원도 원주시 태장1동 689-2,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3607483,127.9559097,2019-05-15,4190000,강원도 원주시
1288,강원도,원주시,강원도 원주시청,강원도 원주시 가매기길 17-2,강원도 원주시 태장1동 1329-38,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3574028,127.9577942,2019-05-15,4190000,강원도 원주시
1289,강원도,원주시,강원도 원주시청,강원도 원주시 북원로2718번길 40,강원도 원주시 태장2동 1371,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3853485,127.9514020,2019-05-15,4190000,강원도 원주시
1290,강원도,원주시,강원도 원주시청,강원도 원주시 태장둔치길 77,강원도 원주시 태장2동 2712,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3840950,127.9559345,2019-05-15,4190000,강원도 원주시
1291,강원도,원주시,강원도 원주시청,강원도 원주시 가현로 169,강원도 원주시 태장2동 (가현동) 260-4,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3963205,127.9384437,2019-05-15,4190000,강원도 원주시
1292,강원도,원주시,강원도 원주시청,강원도 원주시 무진길 9,강원도 원주시 봉산동 1018-10,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3523293,127.9560394,2019-05-15,4190000,강원도 원주시
1293,강원도,원주시,강원도 원주시청,강원도 원주시 개륜3길 2,강원도 원주시 봉산동 966,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3474691,127.9652857,2019-05-15,4190000,강원도 원주시
1294,강원도,원주시,강원도 원주시청,,강원도 원주시 봉산동 1035-2,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3510742,127.9556808,2019-05-15,4190000,강원도 원주시
1295,강원도,원주시,강원도 원주시청,,강원도 원주시 행구동 1074-8,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3434868,127.9981842,2019-05-15,4190000,강원도 원주시
1296,강원도,원주시,강원도 원주시청,강원도 원주시 행구로 413,강원도 원주시 행구동 700-5,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3435787,128.0018544,2019-05-15,4190000,강원도 원주시
1297,강원도,원주시,강원도 원주시청,강원도 원주시 시청로 74,강원도 원주시 무실동 1641-6,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3369719,127.9270306,2019-05-15,4190000,강원도 원주시
1298,강원도,원주시,강원도 원주시청,강원도 원주시 섬밭들2길 14,강원도 원주시 무실동 1656-2,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3337702,127.9240861,2019-05-15,4190000,강원도 원주시
1299,강원도,원주시,강원도 원주시청,강원도 원주시 단관초교길 30-18,강원도 원주시 반곡관설동 1721-8,생활방범,1,200,360도 회전,30,2019-12,033-737-5146,37.3167271,127.9629588,2019-05-15,4190000,강원도 원주시
